algo,mse,alpha,dataset
greedy_sim,3.8586,0.3,places
albopt,1.4904,0.3,places
albopt_pow2,1.5744,0.3,places
albopt_pow2_max_c,1.5935,0.3,places
random_sim,2.8061,0.3,places
greedy_sim,2.1334,0.3,places
albopt,1.2318,0.3,places
albopt_pow2,1.1998,0.3,places
albopt_pow2_max_c,1.2182,0.3,places
random_sim,2.0741,0.3,places
greedy_sim,1.3476,0.3,places
albopt,2.0977,0.3,places
albopt_pow2,1.9452,0.3,places
albopt_pow2_max_c,1.8644,0.3,places
random_sim,3.0049,0.3,places
greedy_sim,1.9562,0.3,places
albopt,1.2411,0.3,places
albopt_pow2,1.2739,0.3,places
albopt_pow2_max_c,1.5099,0.3,places
random_sim,1.3677,0.3,places
greedy_sim,2.248,0.3,places
albopt,2.0607,0.3,places
albopt_pow2,2.2103,0.3,places
albopt_pow2_max_c,2.2034,0.3,places
random_sim,2.5664,0.3,places
greedy_sim,3.1238,0.3,places
albopt,0.9966,0.3,places
albopt_pow2,0.9427,0.3,places
albopt_pow2_max_c,0.7205,0.3,places
random_sim,2.6876,0.3,places
greedy_sim,1.2093,0.3,places
albopt,1.2905,0.3,places
albopt_pow2,1.1429,0.3,places
albopt_pow2_max_c,1.0495,0.3,places
random_sim,2.3433,0.3,places
greedy_sim,1.5276,0.3,places
albopt,0.5976,0.3,places
albopt_pow2,0.4411,0.3,places
albopt_pow2_max_c,0.4135,0.3,places
random_sim,0.7375,0.3,places
greedy_sim,1.1748,0.3,places
albopt,0.897,0.3,places
albopt_pow2,0.797,0.3,places
albopt_pow2_max_c,0.8367,0.3,places
random_sim,1.6227,0.3,places
greedy_sim,0.8684,0.3,places
albopt,1.3979,0.3,places
albopt_pow2,1.3987,0.3,places
albopt_pow2_max_c,0.9764,0.3,places
random_sim,1.6789,0.3,places
greedy_sim,2.2637,0.3,places
albopt,1.3951,0.3,places
albopt_pow2,1.5988,0.3,places
albopt_pow2_max_c,1.3778,0.3,places
random_sim,3.7039,0.3,places
greedy_sim,1.8825,0.3,places
albopt,1.5549,0.3,places
albopt_pow2,1.5258,0.3,places
albopt_pow2_max_c,1.5587,0.3,places
random_sim,2.9959,0.3,places
greedy_sim,1.7374,0.3,places
albopt,0.8879,0.3,places
albopt_pow2,0.9197,0.3,places
albopt_pow2_max_c,0.7855,0.3,places
random_sim,1.5329,0.3,places
greedy_sim,1.1718,0.3,places
albopt,1.8253,0.3,places
albopt_pow2,1.3716,0.3,places
albopt_pow2_max_c,1.0832,0.3,places
random_sim,3.7858,0.3,places
greedy_sim,1.2198,0.3,places
albopt,2.1463,0.3,places
albopt_pow2,1.966,0.3,places
albopt_pow2_max_c,1.7104,0.3,places
random_sim,2.47,0.3,places
greedy_sim,1.4027,0.3,places
albopt,0.7371,0.3,places
albopt_pow2,0.6872,0.3,places
albopt_pow2_max_c,0.622,0.3,places
random_sim,2.3453,0.3,places
greedy_sim,0.8668,0.3,places
albopt,1.6595,0.3,places
albopt_pow2,1.7101,0.3,places
albopt_pow2_max_c,1.9869,0.3,places
random_sim,2.2674,0.3,places
greedy_sim,1.1986,0.3,places
albopt,1.055,0.3,places
albopt_pow2,1.2763,0.3,places
albopt_pow2_max_c,1.3734,0.3,places
random_sim,1.1289,0.3,places
greedy_sim,1.5076,0.3,places
albopt,0.692,0.3,places
albopt_pow2,0.6884,0.3,places
albopt_pow2_max_c,0.7548,0.3,places
random_sim,3.2619,0.3,places
greedy_sim,0.734,0.3,places
albopt,0.6014,0.3,places
albopt_pow2,0.6617,0.3,places
albopt_pow2_max_c,0.7222,0.3,places
random_sim,0.8214,0.3,places
greedy_sim,1.0375,0.3,places
albopt,0.9437,0.3,places
albopt_pow2,0.891,0.3,places
albopt_pow2_max_c,0.8567,0.3,places
random_sim,2.1919,0.3,places
greedy_sim,1.0837,0.3,places
albopt,1.4002,0.3,places
albopt_pow2,1.4543,0.3,places
albopt_pow2_max_c,1.5159,0.3,places
random_sim,1.0629,0.3,places
greedy_sim,1.3268,0.3,places
albopt,1.2745,0.3,places
albopt_pow2,1.307,0.3,places
albopt_pow2_max_c,1.0344,0.3,places
random_sim,1.3432,0.3,places
greedy_sim,1.802,0.3,places
albopt,1.2107,0.3,places
albopt_pow2,1.0809,0.3,places
albopt_pow2_max_c,1.0655,0.3,places
random_sim,2.3797,0.3,places
greedy_sim,1.7869,0.3,places
albopt,0.786,0.3,places
albopt_pow2,0.8624,0.3,places
albopt_pow2_max_c,1.0208,0.3,places
random_sim,1.2558,0.3,places
greedy_sim,1.3234,0.3,places
albopt,2.0006,0.3,places
albopt_pow2,1.9413,0.3,places
albopt_pow2_max_c,1.793,0.3,places
random_sim,2.6387,0.3,places
greedy_sim,4.0273,0.3,places
albopt,1.3904,0.3,places
albopt_pow2,1.5407,0.3,places
albopt_pow2_max_c,1.4083,0.3,places
random_sim,1.2777,0.3,places
greedy_sim,1.4523,0.3,places
albopt,1.5378,0.3,places
albopt_pow2,1.3502,0.3,places
albopt_pow2_max_c,1.2857,0.3,places
random_sim,3.1474,0.3,places
greedy_sim,2.0399,0.3,places
albopt,1.2456,0.3,places
albopt_pow2,1.2328,0.3,places
albopt_pow2_max_c,1.1673,0.3,places
random_sim,1.8157,0.3,places
greedy_sim,1.5894,0.3,places
albopt,1.3299,0.3,places
albopt_pow2,1.3794,0.3,places
albopt_pow2_max_c,1.5089,0.3,places
random_sim,2.4041,0.3,places
greedy_sim,2.2032,0.3,places
albopt,2.733,0.3,places
albopt_pow2,2.8429,0.3,places
albopt_pow2_max_c,2.8098,0.3,places
random_sim,1.3604,0.3,places
greedy_sim,3.2723,0.3,places
albopt,0.9745,0.3,places
albopt_pow2,1.1163,0.3,places
albopt_pow2_max_c,1.2249,0.3,places
random_sim,1.3127,0.3,places
greedy_sim,1.4232,0.3,places
albopt,0.777,0.3,places
albopt_pow2,0.8245,0.3,places
albopt_pow2_max_c,0.6329,0.3,places
random_sim,1.6687,0.3,places
greedy_sim,1.3199,0.3,places
albopt,1.4146,0.3,places
albopt_pow2,1.4025,0.3,places
albopt_pow2_max_c,1.1221,0.3,places
random_sim,2.6695,0.3,places
greedy_sim,1.0476,0.3,places
albopt,1.0807,0.3,places
albopt_pow2,1.181,0.3,places
albopt_pow2_max_c,1.2986,0.3,places
random_sim,1.539,0.3,places
greedy_sim,1.3228,0.3,places
albopt,1.7193,0.3,places
albopt_pow2,1.5901,0.3,places
albopt_pow2_max_c,1.6236,0.3,places
random_sim,2.2189,0.3,places
greedy_sim,1.891,0.3,places
albopt,1.5164,0.3,places
albopt_pow2,1.5434,0.3,places
albopt_pow2_max_c,1.6613,0.3,places
random_sim,2.7177,0.3,places
greedy_sim,3.0051,0.3,places
albopt,0.9477,0.3,places
albopt_pow2,1.0667,0.3,places
albopt_pow2_max_c,0.9827,0.3,places
random_sim,2.1447,0.3,places
greedy_sim,1.1303,0.3,places
albopt,1.1302,0.3,places
albopt_pow2,1.1579,0.3,places
albopt_pow2_max_c,1.2838,0.3,places
random_sim,2.6856,0.3,places
greedy_sim,2.2016,0.3,places
albopt,1.2058,0.3,places
albopt_pow2,1.3201,0.3,places
albopt_pow2_max_c,1.4626,0.3,places
random_sim,2.94,0.3,places
greedy_sim,1.808,0.3,places
albopt,0.6177,0.3,places
albopt_pow2,0.796,0.3,places
albopt_pow2_max_c,0.8624,0.3,places
random_sim,1.6948,0.3,places
greedy_sim,1.0593,0.3,places
albopt,2.5204,0.3,places
albopt_pow2,2.4772,0.3,places
albopt_pow2_max_c,2.246,0.3,places
random_sim,6.7895,0.3,places
greedy_sim,2.3527,0.3,places
albopt,1.0796,0.3,places
albopt_pow2,1.3554,0.3,places
albopt_pow2_max_c,1.6174,0.3,places
random_sim,0.8707,0.3,places
greedy_sim,1.3697,0.3,places
albopt,1.4059,0.3,places
albopt_pow2,1.483,0.3,places
albopt_pow2_max_c,1.4889,0.3,places
random_sim,1.3315,0.3,places
greedy_sim,1.9078,0.3,places
albopt,0.9324,0.3,places
albopt_pow2,0.899,0.3,places
albopt_pow2_max_c,0.6628,0.3,places
random_sim,1.8396,0.3,places
greedy_sim,1.5471,0.3,places
albopt,1.4602,0.3,places
albopt_pow2,1.4246,0.3,places
albopt_pow2_max_c,1.6403,0.3,places
random_sim,2.7228,0.3,places
greedy_sim,1.0911,0.3,places
albopt,0.9465,0.3,places
albopt_pow2,0.959,0.3,places
albopt_pow2_max_c,1.1079,0.3,places
random_sim,1.6639,0.3,places
greedy_sim,2.0486,0.3,places
albopt,1.2286,0.3,places
albopt_pow2,1.3876,0.3,places
albopt_pow2_max_c,1.5048,0.3,places
random_sim,1.1407,0.3,places
greedy_sim,1.7644,0.3,places
albopt,1.0303,0.3,places
albopt_pow2,1.0031,0.3,places
albopt_pow2_max_c,1.1477,0.3,places
random_sim,0.9711,0.3,places
greedy_sim,1.2013,0.3,places
albopt,1.3413,0.3,places
albopt_pow2,1.3673,0.3,places
albopt_pow2_max_c,1.354,0.3,places
random_sim,1.9727,0.3,places
greedy_sim,1.3534,0.3,places
albopt,1.1694,0.3,places
albopt_pow2,1.3866,0.3,places
albopt_pow2_max_c,0.956,0.3,places
random_sim,2.287,0.3,places
greedy_sim,1.7387,0.3,places
albopt,0.8895,0.3,places
albopt_pow2,1.0454,0.3,places
albopt_pow2_max_c,1.3243,0.3,places
random_sim,4.4611,0.3,places
greedy_sim,1.3824,0.3,places
albopt,1.4786,0.3,places
albopt_pow2,1.2693,0.3,places
albopt_pow2_max_c,1.1493,0.3,places
random_sim,3.6282,0.3,places
greedy_sim,1.0138,0.3,places
albopt,1.3601,0.3,places
albopt_pow2,1.1014,0.3,places
albopt_pow2_max_c,0.8792,0.3,places
random_sim,4.4339,0.3,places
greedy_sim,1.6028,0.3,places
albopt,1.5532,0.3,places
albopt_pow2,1.7781,0.3,places
albopt_pow2_max_c,2.0325,0.3,places
random_sim,2.3466,0.3,places
greedy_sim,2.844,0.3,places
albopt,1.6443,0.3,places
albopt_pow2,1.6575,0.3,places
albopt_pow2_max_c,1.5519,0.3,places
random_sim,2.8648,0.3,places
greedy_sim,1.7126,0.3,places
albopt,1.0392,0.3,places
albopt_pow2,0.891,0.3,places
albopt_pow2_max_c,0.994,0.3,places
random_sim,1.2077,0.3,places
greedy_sim,0.8041,0.3,places
albopt,0.8688,0.3,places
albopt_pow2,0.8575,0.3,places
albopt_pow2_max_c,0.7986,0.3,places
random_sim,1.5902,0.3,places
greedy_sim,1.6352,0.3,places
albopt,1.2176,0.3,places
albopt_pow2,1.0139,0.3,places
albopt_pow2_max_c,0.9767,0.3,places
random_sim,4.7352,0.3,places
greedy_sim,0.927,0.3,places
albopt,1.5315,0.3,places
albopt_pow2,1.3586,0.3,places
albopt_pow2_max_c,1.3092,0.3,places
random_sim,5.2926,0.3,places
greedy_sim,1.3277,0.3,places
albopt,1.313,0.3,places
albopt_pow2,1.2699,0.3,places
albopt_pow2_max_c,1.2313,0.3,places
random_sim,1.9682,0.3,places
greedy_sim,1.3362,0.3,places
albopt,0.6844,0.3,places
albopt_pow2,0.7389,0.3,places
albopt_pow2_max_c,0.8212,0.3,places
random_sim,0.7443,0.3,places
greedy_sim,1.1954,0.3,places
albopt,1.4224,0.3,places
albopt_pow2,1.4024,0.3,places
albopt_pow2_max_c,1.6021,0.3,places
random_sim,1.1196,0.3,places
greedy_sim,1.7386,0.3,places
albopt,0.8526,0.3,places
albopt_pow2,0.7902,0.3,places
albopt_pow2_max_c,0.9212,0.3,places
random_sim,2.1622,0.3,places
greedy_sim,1.7159,0.3,places
albopt,1.0131,0.3,places
albopt_pow2,0.9818,0.3,places
albopt_pow2_max_c,0.9562,0.3,places
random_sim,1.1564,0.3,places
greedy_sim,1.0953,0.3,places
albopt,2.5182,0.3,places
albopt_pow2,2.2136,0.3,places
albopt_pow2_max_c,2.2368,0.3,places
random_sim,4.1412,0.3,places
greedy_sim,3.9181,0.3,places
albopt,1.2192,0.3,places
albopt_pow2,1.2834,0.3,places
albopt_pow2_max_c,1.2768,0.3,places
random_sim,2.7953,0.3,places
greedy_sim,1.7685,0.3,places
albopt,1.4534,0.3,places
albopt_pow2,1.3988,0.3,places
albopt_pow2_max_c,1.542,0.3,places
random_sim,1.2278,0.3,places
greedy_sim,1.6903,0.3,places
albopt,0.7405,0.5,places
albopt_pow2,0.7014,0.5,places
albopt_pow2_max_c,0.7686,0.5,places
random_sim,2.4569,0.5,places
greedy_sim,0.9031,0.5,places
albopt,0.8828,0.5,places
albopt_pow2,0.8973,0.5,places
albopt_pow2_max_c,0.8001,0.5,places
random_sim,2.2972,0.5,places
greedy_sim,1.3461,0.5,places
albopt,0.7539,0.5,places
albopt_pow2,0.4894,0.5,places
albopt_pow2_max_c,0.3434,0.5,places
random_sim,1.3817,0.5,places
greedy_sim,0.605,0.5,places
albopt,1.2027,0.5,places
albopt_pow2,1.1654,0.5,places
albopt_pow2_max_c,1.1837,0.5,places
random_sim,2.1795,0.5,places
greedy_sim,1.5684,0.5,places
albopt,1.3135,0.5,places
albopt_pow2,1.1881,0.5,places
albopt_pow2_max_c,1.2473,0.5,places
random_sim,2.4922,0.5,places
greedy_sim,1.3235,0.5,places
albopt,0.6511,0.5,places
albopt_pow2,0.6807,0.5,places
albopt_pow2_max_c,0.7288,0.5,places
random_sim,0.8825,0.5,places
greedy_sim,1.0568,0.5,places
albopt,0.7524,0.5,places
albopt_pow2,0.7734,0.5,places
albopt_pow2_max_c,0.8101,0.5,places
random_sim,0.8988,0.5,places
greedy_sim,1.4196,0.5,places
albopt,0.7012,0.5,places
albopt_pow2,0.7663,0.5,places
albopt_pow2_max_c,0.8092,0.5,places
random_sim,1.8986,0.5,places
greedy_sim,1.5653,0.5,places
albopt,0.9405,0.5,places
albopt_pow2,1.1394,0.5,places
albopt_pow2_max_c,1.272,0.5,places
random_sim,0.9936,0.5,places
greedy_sim,1.4857,0.5,places
albopt,0.9388,0.5,places
albopt_pow2,1.1875,0.5,places
albopt_pow2_max_c,1.3513,0.5,places
random_sim,1.1697,0.5,places
greedy_sim,1.3224,0.5,places
albopt,1.0513,0.5,places
albopt_pow2,1.1252,0.5,places
albopt_pow2_max_c,1.1176,0.5,places
random_sim,1.0064,0.5,places
greedy_sim,1.6303,0.5,places
albopt,0.7597,0.5,places
albopt_pow2,0.6081,0.5,places
albopt_pow2_max_c,0.7583,0.5,places
random_sim,1.6429,0.5,places
greedy_sim,0.7923,0.5,places
albopt,1.4032,0.5,places
albopt_pow2,1.2245,0.5,places
albopt_pow2_max_c,1.0497,0.5,places
random_sim,3.4174,0.5,places
greedy_sim,1.4815,0.5,places
albopt,1.0452,0.5,places
albopt_pow2,1.0737,0.5,places
albopt_pow2_max_c,1.1137,0.5,places
random_sim,1.6675,0.5,places
greedy_sim,1.0457,0.5,places
albopt,0.5236,0.5,places
albopt_pow2,0.513,0.5,places
albopt_pow2_max_c,0.5121,0.5,places
random_sim,0.608,0.5,places
greedy_sim,0.549,0.5,places
albopt,0.8942,0.5,places
albopt_pow2,1.0413,0.5,places
albopt_pow2_max_c,0.8736,0.5,places
random_sim,1.4643,0.5,places
greedy_sim,1.5433,0.5,places
albopt,1.0933,0.5,places
albopt_pow2,0.9816,0.5,places
albopt_pow2_max_c,0.9198,0.5,places
random_sim,1.1524,0.5,places
greedy_sim,1.116,0.5,places
albopt,1.4235,0.5,places
albopt_pow2,1.5442,0.5,places
albopt_pow2_max_c,1.5906,0.5,places
random_sim,1.6924,0.5,places
greedy_sim,3.0784,0.5,places
albopt,0.3489,0.5,places
albopt_pow2,0.3869,0.5,places
albopt_pow2_max_c,0.3915,0.5,places
random_sim,1.877,0.5,places
greedy_sim,0.7932,0.5,places
albopt,0.6006,0.5,places
albopt_pow2,0.5605,0.5,places
albopt_pow2_max_c,0.4934,0.5,places
random_sim,2.0186,0.5,places
greedy_sim,0.5812,0.5,places
albopt,1.478,0.5,places
albopt_pow2,1.5993,0.5,places
albopt_pow2_max_c,1.7608,0.5,places
random_sim,2.3002,0.5,places
greedy_sim,2.0497,0.5,places
albopt,0.7911,0.5,places
albopt_pow2,1.0537,0.5,places
albopt_pow2_max_c,1.2235,0.5,places
random_sim,1.8583,0.5,places
greedy_sim,0.9497,0.5,places
albopt,0.8966,0.5,places
albopt_pow2,0.9837,0.5,places
albopt_pow2_max_c,1.1562,0.5,places
random_sim,1.4388,0.5,places
greedy_sim,1.5868,0.5,places
albopt,0.746,0.5,places
albopt_pow2,0.6323,0.5,places
albopt_pow2_max_c,0.6131,0.5,places
random_sim,0.7864,0.5,places
greedy_sim,0.9683,0.5,places
albopt,1.0425,0.5,places
albopt_pow2,1.4839,0.5,places
albopt_pow2_max_c,1.4684,0.5,places
random_sim,2.4198,0.5,places
greedy_sim,1.7825,0.5,places
albopt,0.3177,0.5,places
albopt_pow2,0.3058,0.5,places
albopt_pow2_max_c,0.2132,0.5,places
random_sim,0.4316,0.5,places
greedy_sim,0.5818,0.5,places
albopt,0.517,0.5,places
albopt_pow2,0.4646,0.5,places
albopt_pow2_max_c,0.4818,0.5,places
random_sim,1.3221,0.5,places
greedy_sim,1.1758,0.5,places
albopt,0.6119,0.5,places
albopt_pow2,0.6102,0.5,places
albopt_pow2_max_c,0.6883,0.5,places
random_sim,1.7215,0.5,places
greedy_sim,0.9144,0.5,places
albopt,0.9929,0.5,places
albopt_pow2,1.0224,0.5,places
albopt_pow2_max_c,1.015,0.5,places
random_sim,1.5524,0.5,places
greedy_sim,1.3845,0.5,places
albopt,0.499,0.5,places
albopt_pow2,0.5895,0.5,places
albopt_pow2_max_c,0.4745,0.5,places
random_sim,0.85,0.5,places
greedy_sim,1.5868,0.5,places
albopt,0.7185,0.5,places
albopt_pow2,0.8341,0.5,places
albopt_pow2_max_c,1.0425,0.5,places
random_sim,1.9935,0.5,places
greedy_sim,1.1242,0.5,places
albopt,0.6373,0.5,places
albopt_pow2,0.5373,0.5,places
albopt_pow2_max_c,0.5297,0.5,places
random_sim,2.6157,0.5,places
greedy_sim,0.722,0.5,places
albopt,0.9189,0.5,places
albopt_pow2,0.9964,0.5,places
albopt_pow2_max_c,1.347,0.5,places
random_sim,1.1648,0.5,places
greedy_sim,1.1501,0.5,places
albopt,0.9714,0.5,places
albopt_pow2,1.051,0.5,places
albopt_pow2_max_c,0.7121,0.5,places
random_sim,0.9581,0.5,places
greedy_sim,2.0523,0.5,places
albopt,1.6246,0.5,places
albopt_pow2,1.6724,0.5,places
albopt_pow2_max_c,1.6246,0.5,places
random_sim,2.6157,0.5,places
greedy_sim,2.6986,0.5,places
albopt,0.6338,0.5,places
albopt_pow2,0.7806,0.5,places
albopt_pow2_max_c,0.8635,0.5,places
random_sim,2.5219,0.5,places
greedy_sim,0.8939,0.5,places
albopt,1.687,0.5,places
albopt_pow2,1.8391,0.5,places
albopt_pow2_max_c,1.9446,0.5,places
random_sim,3.2779,0.5,places
greedy_sim,2.6752,0.5,places
albopt,0.5175,0.5,places
albopt_pow2,0.4305,0.5,places
albopt_pow2_max_c,0.4376,0.5,places
random_sim,3.0417,0.5,places
greedy_sim,1.0044,0.5,places
albopt,1.2102,0.5,places
albopt_pow2,1.2137,0.5,places
albopt_pow2_max_c,1.4105,0.5,places
random_sim,1.3336,0.5,places
greedy_sim,1.9948,0.5,places
albopt,0.5461,0.5,places
albopt_pow2,0.7184,0.5,places
albopt_pow2_max_c,0.7723,0.5,places
random_sim,0.3894,0.5,places
greedy_sim,1.0725,0.5,places
albopt,0.3867,0.5,places
albopt_pow2,0.4334,0.5,places
albopt_pow2_max_c,0.6584,0.5,places
random_sim,0.6036,0.5,places
greedy_sim,1.2111,0.5,places
albopt,0.6693,0.5,places
albopt_pow2,0.5472,0.5,places
albopt_pow2_max_c,0.4292,0.5,places
random_sim,2.1162,0.5,places
greedy_sim,1.1402,0.5,places
albopt,1.5719,0.5,places
albopt_pow2,1.5666,0.5,places
albopt_pow2_max_c,1.5239,0.5,places
random_sim,2.0102,0.5,places
greedy_sim,1.666,0.5,places
albopt,0.842,0.5,places
albopt_pow2,0.9014,0.5,places
albopt_pow2_max_c,1.0266,0.5,places
random_sim,1.5941,0.5,places
greedy_sim,1.1619,0.5,places
albopt,0.8706,0.5,places
albopt_pow2,0.9342,0.5,places
albopt_pow2_max_c,0.9548,0.5,places
random_sim,0.7639,0.5,places
greedy_sim,1.8913,0.5,places
albopt,1.4526,0.5,places
albopt_pow2,1.3626,0.5,places
albopt_pow2_max_c,1.5236,0.5,places
random_sim,3.6954,0.5,places
greedy_sim,1.4709,0.5,places
albopt,1.3204,0.5,places
albopt_pow2,1.2817,0.5,places
albopt_pow2_max_c,1.4163,0.5,places
random_sim,0.9793,0.5,places
greedy_sim,1.6616,0.5,places
albopt,0.5407,0.5,places
albopt_pow2,0.7029,0.5,places
albopt_pow2_max_c,0.7572,0.5,places
random_sim,1.1772,0.5,places
greedy_sim,1.6491,0.5,places
albopt,1.4737,0.5,places
albopt_pow2,1.493,0.5,places
albopt_pow2_max_c,1.4585,0.5,places
random_sim,2.1645,0.5,places
greedy_sim,1.1467,0.5,places
albopt,0.3434,0.5,places
albopt_pow2,0.4402,0.5,places
albopt_pow2_max_c,0.528,0.5,places
random_sim,0.4303,0.5,places
greedy_sim,0.7895,0.5,places
albopt,0.7709,0.5,places
albopt_pow2,0.7529,0.5,places
albopt_pow2_max_c,0.7109,0.5,places
random_sim,2.8953,0.5,places
greedy_sim,1.2331,0.5,places
albopt,0.5289,0.5,places
albopt_pow2,0.6555,0.5,places
albopt_pow2_max_c,0.7221,0.5,places
random_sim,0.6531,0.5,places
greedy_sim,1.1409,0.5,places
albopt,0.7692,0.5,places
albopt_pow2,0.8298,0.5,places
albopt_pow2_max_c,0.8683,0.5,places
random_sim,2.0169,0.5,places
greedy_sim,1.965,0.5,places
albopt,0.5716,0.5,places
albopt_pow2,0.4768,0.5,places
albopt_pow2_max_c,0.439,0.5,places
random_sim,1.2176,0.5,places
greedy_sim,1.6824,0.5,places
albopt,1.4392,0.5,places
albopt_pow2,1.5048,0.5,places
albopt_pow2_max_c,1.5377,0.5,places
random_sim,1.1435,0.5,places
greedy_sim,2.1839,0.5,places
albopt,0.856,0.5,places
albopt_pow2,0.9116,0.5,places
albopt_pow2_max_c,0.9307,0.5,places
random_sim,1.9238,0.5,places
greedy_sim,1.4516,0.5,places
albopt,0.6409,0.5,places
albopt_pow2,0.5844,0.5,places
albopt_pow2_max_c,0.5702,0.5,places
random_sim,0.456,0.5,places
greedy_sim,0.5762,0.5,places
albopt,1.5012,0.5,places
albopt_pow2,1.5214,0.5,places
albopt_pow2_max_c,1.1204,0.5,places
random_sim,2.4313,0.5,places
greedy_sim,2.1475,0.5,places
albopt,1.2305,0.5,places
albopt_pow2,1.3717,0.5,places
albopt_pow2_max_c,1.6781,0.5,places
random_sim,0.6313,0.5,places
greedy_sim,1.0759,0.5,places
albopt,1.2258,0.5,places
albopt_pow2,1.5065,0.5,places
albopt_pow2_max_c,1.5648,0.5,places
random_sim,1.5701,0.5,places
greedy_sim,1.6681,0.5,places
albopt,0.7287,0.5,places
albopt_pow2,0.6893,0.5,places
albopt_pow2_max_c,0.7989,0.5,places
random_sim,0.484,0.5,places
greedy_sim,1.2291,0.5,places
albopt,0.6772,0.5,places
albopt_pow2,0.7634,0.5,places
albopt_pow2_max_c,0.7385,0.5,places
random_sim,3.262,0.5,places
greedy_sim,1.0345,0.5,places
albopt,0.7995,0.5,places
albopt_pow2,0.6226,0.5,places
albopt_pow2_max_c,0.6257,0.5,places
random_sim,2.935,0.5,places
greedy_sim,0.7447,0.5,places
albopt,1.3452,0.5,places
albopt_pow2,1.4554,0.5,places
albopt_pow2_max_c,1.6081,0.5,places
random_sim,0.9851,0.5,places
greedy_sim,1.4101,0.5,places
albopt,0.677,0.5,places
albopt_pow2,0.7466,0.5,places
albopt_pow2_max_c,0.883,0.5,places
random_sim,2.84,0.5,places
greedy_sim,1.0986,0.5,places
albopt,0.3896,0.5,places
albopt_pow2,0.4682,0.5,places
albopt_pow2_max_c,0.4676,0.5,places
random_sim,1.1136,0.5,places
greedy_sim,1.5841,0.5,places
albopt,1.1194,0.5,places
albopt_pow2,1.3406,0.5,places
albopt_pow2_max_c,1.3478,0.5,places
random_sim,1.1618,0.5,places
greedy_sim,1.449,0.5,places
albopt,1.2131,0.5,places
albopt_pow2,1.4676,0.5,places
albopt_pow2_max_c,1.549,0.5,places
random_sim,1.3125,0.5,places
greedy_sim,1.6456,0.5,places
albopt,0.58,0.5,places
albopt_pow2,0.8441,0.5,places
albopt_pow2_max_c,0.9287,0.5,places
random_sim,1.2967,0.5,places
greedy_sim,1.7768,0.5,places
albopt,0.6731,0.5,places
albopt_pow2,0.7435,0.5,places
albopt_pow2_max_c,1.0433,0.5,places
random_sim,1.259,0.5,places
greedy_sim,1.1989,0.5,places
albopt,0.7278,0.5,places
albopt_pow2,0.7755,0.5,places
albopt_pow2_max_c,0.8474,0.5,places
random_sim,1.5712,0.5,places
greedy_sim,0.8942,0.5,places
albopt,1.097,0.5,places
albopt_pow2,1.1856,0.5,places
albopt_pow2_max_c,1.4555,0.5,places
random_sim,0.8797,0.5,places
greedy_sim,1.7997,0.5,places
albopt,0.8948,0.5,places
albopt_pow2,1.1272,0.5,places
albopt_pow2_max_c,1.1733,0.5,places
random_sim,1.6988,0.5,places
greedy_sim,1.4051,0.5,places
albopt,0.6838,0.5,places
albopt_pow2,0.7517,0.5,places
albopt_pow2_max_c,0.8126,0.5,places
random_sim,0.871,0.5,places
greedy_sim,1.0918,0.5,places
albopt,0.9144,0.5,places
albopt_pow2,0.9714,0.5,places
albopt_pow2_max_c,0.8909,0.5,places
random_sim,1.7505,0.5,places
greedy_sim,1.1955,0.5,places
albopt,1.1224,0.5,places
albopt_pow2,0.9765,0.5,places
albopt_pow2_max_c,0.9861,0.5,places
random_sim,1.4533,0.5,places
greedy_sim,1.0431,0.5,places
albopt,0.8639,0.5,places
albopt_pow2,0.9379,0.5,places
albopt_pow2_max_c,1.0365,0.5,places
random_sim,1.9909,0.5,places
greedy_sim,1.123,0.5,places
albopt,1.1284,0.5,places
albopt_pow2,1.2249,0.5,places
albopt_pow2_max_c,1.4413,0.5,places
random_sim,1.5948,0.5,places
greedy_sim,1.3562,0.5,places
albopt,0.5613,0.5,places
albopt_pow2,0.607,0.5,places
albopt_pow2_max_c,0.6168,0.5,places
random_sim,0.7767,0.5,places
greedy_sim,1.2815,0.5,places
